filename	event_labels
Y1zfEpa8Hoz0_500.000_510.000.wav	Piano
Y20JcpNP6bA4_40.000_50.000.wav	Piano
Y22TcDDxQGOM_70.000_80.000.wav	Piano
Y25VeljIXZek_30.000_40.000.wav	Piano
Y28KIHpouHgQ_20.000_30.000.wav	Piano
Y29-AZrXcMKE_180.000_190.000.wav	Piano
Y2BFop0-TdKc_100.000_110.000.wav	Piano
Y2D0UCToa4Uo_280.000_290.000.wav	Piano
Y2D5uuoqNa-E_100.000_110.000.wav	Piano
Y2F_dCpeP9-U_90.000_100.000.wav	Piano
Y2GPYbxijLqY_160.000_170.000.wav	Piano
Y2HalSlnNW_0_20.000_30.000.wav	Piano
Y2JjCS2uciXo_30.000_40.000.wav	Piano
Y2NA5AKy2xjA_110.000_120.000.wav	Piano
Y2O3uiTezKB4_30.000_40.000.wav	Piano
Y2QzJHwYRFyg_50.000_60.000.wav	Piano
Y2U1BoDZtNVc_220.000_230.000.wav	Piano
Y2US1U-ZRhto_10.000_20.000.wav	Piano
Y2ZfPZvuqZUg_30.000_40.000.wav	Piano
Y2bvCW9IENeo_20.000_30.000.wav	Piano
Y2d03rxbpEfc_30.000_40.000.wav	Piano
Y2dFGoFhTstU_460.000_470.000.wav	Piano
Y2dZN-_9Xb9k_10.000_20.000.wav	Piano
Y2fcJD5J4yyU_430.000_440.000.wav	Piano
Y2kgpjm8U-4k_40.000_50.000.wav	Piano
Y2n8W-8lNDDg_340.000_350.000.wav	Piano
Y31gLZ2auhWY_30.000_40.000.wav	Piano
Y32rWvpsEuUQ_10.000_20.000.wav	Piano
Y34-QCDjU6Y8_80.000_90.000.wav	Piano
Y34ZIlzNnANM_30.000_40.000.wav	Piano
Y34zsNh3Hl9g_90.000_100.000.wav	Piano
Y35kqtLG_QaM_0.000_10.000.wav	Piano
Y370oaE8SqNE_120.000_130.000.wav	Piano
Y38B1x0P5Nc0_20.000_30.000.wav	Piano
Y3AKN_iiqY7I_0.000_10.000.wav	Piano
Y3BlQFGHGI_U_540.000_550.000.wav	Piano
Y3D2MwxLj9XU_160.000_170.000.wav	Piano
Y3FHQ8bpnR_Q_240.000_250.000.wav	Piano
Y3HuAlr6xUsM_60.000_70.000.wav	Piano
Y3J6OExZsO8w_90.000_100.000.wav	Piano
Y3PY6haiyTgg_120.000_130.000.wav	Piano
Y3QKFrG6d5K4_70.000_80.000.wav	Piano
Y3QvKUCXOg-I_170.000_180.000.wav	Piano
Y3VXIrfmKjG0_30.000_40.000.wav	Piano
Y3W3FWsF0dzE_0.000_10.000.wav	Piano
Y3X3kLkhSb9s_0.000_10.000.wav	Piano
Y3Y4gKyDhYtU_30.000_40.000.wav	Piano
Y3_GUaDhlqcQ_280.000_290.000.wav	Piano
Y3fyBD6MAaSY_30.000_40.000.wav	Piano
Y3oEm5JGOdH0_20.000_30.000.wav	Piano
Y3rBoX8vYbI8_40.000_50.000.wav	Piano
Y3ssxgNnN2ck_30.000_40.000.wav	Piano
Y3yDNKITmfOg_0.000_10.000.wav	Piano
Y3yZIrcbsG28_10.000_20.000.wav	Piano
Y3zJxmDhG708_300.000_310.000.wav	Piano
Y4-aLiYiCTzk_30.000_40.000.wav	Piano
Y42lwK-TKrJk_40.000_50.000.wav	Piano
Y49_gb56QTxo_240.000_250.000.wav	Piano
Y4LNLAVmw1Dw_10.000_20.000.wav	Piano
Y4LlxGuu-lAc_220.000_230.000.wav	Piano
Y4MPFLJ_6RW8_30.000_40.000.wav	Piano
Y4QXyQVwWpd8_0.000_10.000.wav	Piano
Y4Qf_6ovNKus_210.000_220.000.wav	Piano
Y4SmbDuii6Cg_20.000_30.000.wav	Piano
Y4T6ngJ1uA90_70.000_80.000.wav	Piano
Y4ULExPKckkQ_20.000_30.000.wav	Piano
Y4VBdsmHMjNA_20.000_30.000.wav	Piano
Y4WGFtymEB8M_30.000_40.000.wav	Piano
Y4WfcC84me3s_140.000_150.000.wav	Piano
Y4X8a_f-XH0o_490.000_500.000.wav	Piano
Y4eTEKzZRYgY_30.000_40.000.wav	Piano
Y4feDmawbNVM_520.000_530.000.wav	Piano
Y4h_SxCNDXWY_400.000_410.000.wav	Piano
Y4j6gdxowdXA_40.000_50.000.wav	Piano
Y4kcbkveZ5MA_510.000_520.000.wav	Piano
Y4pHivebCcGw_30.000_40.000.wav	Piano
Y4qG4FQlB6DA_50.000_60.000.wav	Piano
Y4sXGVvkogI4_320.000_330.000.wav	Piano
Y4tr8Z17_QGI_110.000_120.000.wav	Piano
Y4uA3_Vs7y5E_400.000_410.000.wav	Piano
Y4wIpovhvJmE_290.000_300.000.wav	Piano
Y5-vJby4ohPY_170.000_180.000.wav	Piano
Y542-J7NF3bs_40.000_50.000.wav	Piano
Y57Wdu_UGCGw_60.000_70.000.wav	Piano
Y5IAzn0I7IOs_30.000_40.000.wav	Piano
Y5Jpnc2miGJw_160.000_170.000.wav	Piano
Y5MR2e0LhfBs_290.000_300.000.wav	Piano
Y5TntfkJp_Mg_230.000_240.000.wav	Piano
Y5Ur7SoOVRhk_70.000_80.000.wav	Piano
Y5Y9WpPQXIII_290.000_300.000.wav	Piano
Y5ZFsBaq_8xM_10.000_20.000.wav	Piano
Y5ce_fmpl0Gs_40.000_50.000.wav	Piano
Y5iq-xIYR1cA_300.000_310.000.wav	Piano
Y5ncemwlX-JI_170.000_180.000.wav	Piano
Y5oEwLpSCQv0_220.000_230.000.wav	Piano
Y5pc_Aa1l4DQ_30.000_40.000.wav	Piano
Y5toVVBcj278_160.000_170.000.wav	Piano
Y5ymKAongFho_140.000_150.000.wav	Piano
Y676kJ_3257w_30.000_40.000.wav	Piano
Y69g6G8ynFq4_360.000_370.000.wav	Piano
Y6Avrz1IUB0I_30.000_40.000.wav	Piano
Y6BF9f341Ygs_30.000_40.000.wav	Piano
Y6BICGIEEDYk_5.000_15.000.wav	Piano
Y6Cwz1xLVufY_0.000_10.000.wav	Piano
Y6DayyHu0pm4_240.000_250.000.wav	Piano
Y6FOuD3KFjaw_230.000_240.000.wav	Piano
Y6HFo7fYUU-Q_130.000_140.000.wav	Piano
Y6LaU25mhSEA_30.000_40.000.wav	Piano
Y6OjDsQl1sX0_280.000_290.000.wav	Piano
Y6Q1IFythP7I_80.000_90.000.wav	Piano
Y6Sa-S8IM9E8_40.000_50.000.wav	Piano
Y6TObxDaeNgo_10.000_20.000.wav	Piano
Y6X3gmgdUokk_60.000_70.000.wav	Piano
Y6XWZ4kFDh2Y_0.000_10.000.wav	Piano
Y6YtP_kGyOzs_0.000_10.000.wav	Piano
Y6Z1hiWQnDiM_30.000_40.000.wav	Piano
Y6ZsFEL19FjI_120.000_130.000.wav	Piano
Y6_6a1opB7kI_90.000_100.000.wav	Piano
Y6dvtgmfF6bM_30.000_40.000.wav	Piano
Y6jK5b9Qg60w_40.000_50.000.wav	Piano
Y6lI6UlbWN2w_90.000_100.000.wav	Piano
Y6rNvZqt6Uc4_60.000_70.000.wav	Piano
Y6tQnE5bVD9k_10.000_20.000.wav	Piano
Y6vX97rEUdV0_30.000_40.000.wav	Piano
Y6x3TBvfQrYg_30.000_40.000.wav	Piano
Y6z12MS1alLg_30.000_40.000.wav	Piano
Y6zKPUeps004_140.000_150.000.wav	Piano
Y710T_UuTMvQ_40.000_50.000.wav	Piano
Y71ZkzrEtKBo_140.000_150.000.wav	Piano
Y76-A_N92TSg_90.000_100.000.wav	Piano
Y79swMICUG8o_30.000_40.000.wav	Piano
Y7A0K_jtgPpg_180.000_190.000.wav	Piano
Y7A7lPNYpv2E_40.000_50.000.wav	Piano
Y7AQP6VlAt7M_29.000_39.000.wav	Piano
Y7BnIfGQKie8_240.000_250.000.wav	Piano
Y7EaBd9GXTnY_40.000_50.000.wav	Piano
Y7GG9uSElLOk_450.000_460.000.wav	Piano
Y7HdZmUZECcA_30.000_40.000.wav	Piano
Y7JpuJvCrl_M_580.000_590.000.wav	Piano
Y7NaKZCDeg_s_100.000_110.000.wav	Piano
Y7RNDcUSGHWk_470.000_480.000.wav	Piano
Y7SNnmZNtN7w_30.000_40.000.wav	Piano
Y7T_m1TI1ZFY_320.000_330.000.wav	Piano
Y7Uq3orOhVfU_50.000_60.000.wav	Piano
Y7XXg28RU9Vg_20.000_30.000.wav	Piano
Y7Y9sZHSsgH4_10.000_20.000.wav	Piano
Y7_E8tuC9NG4_320.000_330.000.wav	Piano
Y7irC9_AEZcU_290.000_300.000.wav	Piano
Y7lqznqRUwSo_200.000_210.000.wav	Piano
Y7qKf89SThrk_380.000_390.000.wav	Piano
Y7uO4oHy1Dlg_20.000_30.000.wav	Piano
Y7vjYX-s4j1w_0.000_10.000.wav	Piano
Y8-GJ_NQHD8w_550.000_560.000.wav	Piano
Y8-fR9LGNmag_110.000_120.000.wav	Piano
Y81PmXT-Hj9Q_0.000_10.000.wav	Piano
Y81XLd5EbxMw_510.000_520.000.wav	Piano
Y83Aorgv3tPU_100.000_110.000.wav	Piano
Y84K9GUgLzmA_100.000_110.000.wav	Piano
Y84RT_57I1KM_30.000_40.000.wav	Piano
Y8B-9R32XSdg_30.000_40.000.wav	Piano
Y8D3KrY8kkYw_30.000_40.000.wav	Piano
Y8EfmS-EkvTg_0.000_10.000.wav	Piano
Y8Et1Qz-tchg_20.000_30.000.wav	Piano
Y8GTkmen1bBg_110.000_120.000.wav	Piano
Y8Jd7-qxB51g_0.000_10.000.wav	Piano
Y8JpA-alAGjY_0.000_10.000.wav	Piano
Y8KJpH_Nvu-g_580.000_590.000.wav	Piano
Y8RpYLCdPOfw_190.000_200.000.wav	Piano
Y8T1Rs1FoLjM_430.000_440.000.wav	Piano
Y8UtBaex6G2Q_28.000_38.000.wav	Piano
Y8W_DNotRMcw_420.000_430.000.wav	Piano
Y8XS9TGonlsA_60.000_70.000.wav	Piano
Y8Y9nwXIL5TU_20.000_30.000.wav	Piano
Y8c4aEIGMekQ_30.000_40.000.wav	Piano
Y8epzCwKsbno_30.000_40.000.wav	Piano
Y8gvrFbsSmFg_80.000_90.000.wav	Piano
Y8nGlXHwPlns_0.000_10.000.wav	Piano
Y8pG9bJdVP8c_560.000_570.000.wav	Piano
Y8uifr8iLMOc_20.000_30.000.wav	Piano
Y8wMD0T3d-EQ_210.000_220.000.wav	Piano
Y8xSR3R6VVSc_10.000_20.000.wav	Piano
Y8y1WELSlsS4_150.000_160.000.wav	Piano
Y8yfFuIxiEDI_10.000_20.000.wav	Piano
Y8yoVZ__Xn8w_90.000_100.000.wav	Piano
Y8z621dqD6Ak_40.000_50.000.wav	Piano
Y925hlSOosDI_330.000_340.000.wav	Piano
Y929YtsaoqD0_440.000_450.000.wav	Piano
Y943wd6c_CRk_10.000_20.000.wav	Piano
Y99Zcy3-UlbY_230.000_240.000.wav	Piano
Y99_b4hsedSU_560.000_570.000.wav	Piano
Y9B3jqsSyv8w_20.000_30.000.wav	Piano
Y9CcJMhtim9Q_0.000_10.000.wav	Piano
Y9DeIIamG_0c_10.000_20.000.wav	Piano
Y9EIo8beILnY_110.000_120.000.wav	Piano
Y9Hr6ddJNaWo_0.000_10.000.wav	Piano
Y9Kl7fLoZ4K0_130.000_140.000.wav	Piano
Y9KqaLm2A7AM_50.000_60.000.wav	Piano
Y9TanXiGtQUA_570.000_580.000.wav	Piano
Y9UIAUmRdQLM_330.000_340.000.wav	Piano
Y9Uv-3xfzIUM_100.000_110.000.wav	Piano
Y9YBBAAGqasg_30.000_40.000.wav	Piano
Y9bte1wyaG9k_480.000_490.000.wav	Piano
Y9g5CoRxcnpI_260.000_270.000.wav	Piano
Y9nAZMIsZoyg_280.000_290.000.wav	Piano
Y9nha2bePmws_110.000_120.000.wav	Piano
Y9phW-Fn5JRE_0.000_10.000.wav	Piano
Y9qT4bKuxA6w_0.000_10.000.wav	Piano
Y9sDP3BJ1yvo_0.000_10.000.wav	Piano
Y9uxqWE5ePpk_0.000_10.000.wav	Piano
Y9vm-agDTRSM_70.000_80.000.wav	Piano
Y9w6A29YcGW0_20.000_30.000.wav	Piano
YA-gwkjIVWQE_0.000_10.000.wav	Piano
YA0ELxAoTWww_220.000_230.000.wav	Piano
YA1yaszALatY_30.000_40.000.wav	Piano
YA3ap2dX5HOw_80.000_90.000.wav	Piano
YA46UhfK1M1s_520.000_530.000.wav	Piano
YA5bcG9x2bpU_200.000_210.000.wav	Piano
YA6XLmHdD0GE_440.000_450.000.wav	Piano
YA8nRVpfalrI_100.000_110.000.wav	Piano
YACr5O_uaVIk_210.000_220.000.wav	Piano
YAGduGbcBfsM_30.000_40.000.wav	Piano
YAHmWCfM2Wvs_0.000_10.000.wav	Piano
YAHyNAhIZdd8_0.000_10.000.wav	Piano
YAIOpHlNBzvo_140.000_150.000.wav	Piano
YAQ54GxsgZiA_30.000_40.000.wav	Piano
YARpQFLoxx14_30.000_40.000.wav	Piano
YASGgQm7wdIE_30.000_40.000.wav	Piano
YASj4JXktswE_130.000_140.000.wav	Piano
YAUVeLcxsolk_30.000_40.000.wav	Piano
YAVD3ktjmu9A_30.000_40.000.wav	Piano
YAWoTr4EMAsc_170.000_180.000.wav	Piano
YA_bYGV0yISk_0.000_10.000.wav	Piano
YAb4uNT7dVpA_30.000_40.000.wav	Piano
YAb8pEANu-60_290.000_300.000.wav	Piano
YAcHx436gUNM_30.000_40.000.wav	Piano
YAcw3LcEGgBk_100.000_110.000.wav	Piano
YAd8LkSjttG0_230.000_240.000.wav	Piano
YAj9qC3oKcZU_10.000_20.000.wav	Piano
YAodEt-MfDKo_480.000_490.000.wav	Piano
YApSva_QTOD4_250.000_260.000.wav	Piano
YAqjzRQUWZdI_40.000_50.000.wav	Piano
YArCmeRgUj1w_120.000_130.000.wav	Piano
YAstsb_FLyuA_30.000_40.000.wav	Piano
YAtV1UXXC6RU_20.000_30.000.wav	Piano
YAvKp9uCTwVU_310.000_320.000.wav	Piano
YAxOJsWpTuME_210.000_220.000.wav	Piano
YAySVuo87x5E_30.000_40.000.wav	Piano
YB0bfdAm6yhU_240.000_250.000.wav	Piano
YB3RqN-r3hqQ_250.000_260.000.wav	Piano
YB3r35IXcsLs_0.000_10.000.wav	Piano
YB4l-Xl7ArGE_10.000_20.000.wav	Piano
YB59Y_2bV_hk_20.000_30.000.wav	Piano
YB6M8QL2lFpM_230.000_240.000.wav	Piano
YB6q1LgDXP7c_20.000_30.000.wav	Piano
YB9GOlXQg-vw_30.000_40.000.wav	Piano
YBD_q83q1nJY_200.000_210.000.wav	Piano
YBGC8yx70iJg_340.000_350.000.wav	Piano
YBHSQGADZrEo_0.000_10.000.wav	Piano
YBJv_0X03lJk_30.000_40.000.wav	Piano
YBMDQdiA4RM8_160.000_170.000.wav	Piano
YBNQB_t2aE64_70.000_80.000.wav	Piano
YBNermhLzCLs_30.000_40.000.wav	Piano
YBOPqsONl6aw_560.000_570.000.wav	Piano
YBPPypRkOd1A_90.000_100.000.wav	Piano
YBPl-tG6esi4_240.000_250.000.wav	Piano
YBR-o3ySWWxI_30.000_40.000.wav	Piano
YBSWc3JZ1LRA_30.000_40.000.wav	Piano
YBXa7ssA5BMM_30.000_40.000.wav	Piano
YBYLguEDdC2k_30.000_40.000.wav	Piano
YBYSmjB8MRJ4_30.000_40.000.wav	Piano
YBdUw6iyb6uk_30.000_40.000.wav	Piano
YBgmXTzlcZ_Q_60.000_70.000.wav	Piano
YBj3NHetm43U_70.000_80.000.wav	Piano
YBlNHTYxW49s_260.000_270.000.wav	Piano
YBn1_7bTObNI_50.000_60.000.wav	Piano
YBnanx8HPK9s_200.000_210.000.wav	Piano
YBs95-R7yGPg_0.000_10.000.wav	Piano
YBuE0bXyoKVI_590.000_600.000.wav	Piano
YBuhE-4UmVB8_40.000_50.000.wav	Piano
YBwMzmyL11K0_90.000_100.000.wav	Piano
YC5dyd7G9Xhw_0.000_10.000.wav	Piano
YC681Tgz5iYo_0.000_10.000.wav	Piano
YC7QBvBCm0zo_130.000_140.000.wav	Piano
YCFL7-zQyyqc_500.000_510.000.wav	Piano
YCKSVBL606UI_350.000_360.000.wav	Piano
YCPguuDHBrEw_0.000_10.000.wav	Piano
YCS_MFw2Y9kU_250.000_260.000.wav	Piano
YCerQwm9KVto_30.000_40.000.wav	Piano
YChOyJNJ6bEw_10.000_20.000.wav	Piano
YCikXNPIOjpk_240.000_250.000.wav	Piano
YCopyclmiSIU_50.000_60.000.wav	Piano
YCp5jRbgIHf4_30.000_40.000.wav	Piano
YCqGLxEzbm3s_10.000_20.000.wav	Piano
YCskOiU7Q2Ko_10.000_20.000.wav	Piano
YCu0tJn64g0A_0.000_10.000.wav	Piano
YCy7NcoevDro_130.000_140.000.wav	Piano
YCzNCpuPhYFE_60.000_70.000.wav	Piano
YD0DTLAMXOsc_80.000_90.000.wav	Piano
YD3GkmkIZhMA_30.000_40.000.wav	Piano
YDBmTo70IXAA_110.000_120.000.wav	Piano
YDHDxl_Ezjmk_0.000_10.000.wav	Piano
YDHgiuaoIdNc_40.000_50.000.wav	Piano
YDIScHzMZaWg_70.000_80.000.wav	Piano
YDNPsxpqo_YU_0.000_10.000.wav	Piano
YDNQUt2L-dU8_30.000_40.000.wav	Piano
YDNTlFDG6nSQ_70.000_80.000.wav	Piano
YDOC5eBbRGkg_100.000_110.000.wav	Piano
YDP20SFckwFY_20.000_30.000.wav	Piano
YDS-W530zZng_170.000_180.000.wav	Piano
YDVBNotw5UxE_30.000_40.000.wav	Piano
YDWPswwPN6Ws_400.000_410.000.wav	Piano
YDb6OwHVftaE_80.000_90.000.wav	Piano
YDdj0s-LGFK4_40.000_50.000.wav	Piano
YDeLAcoovjkM_160.000_170.000.wav	Piano
YDfO5N7XRZRc_40.000_50.000.wav	Piano
YDhc1crY4JlY_190.000_200.000.wav	Piano
YDiRg23Ta9A8_180.000_190.000.wav	Piano
YDmGYwMr3nlY_0.000_10.000.wav	Piano
YDpe53dcANvI_210.000_220.000.wav	Piano
YDskqz-GkxMs_190.000_200.000.wav	Piano
YDuVSQ1zhhWg_70.000_80.000.wav	Piano
YE0fg3GHxVUY_30.000_40.000.wav	Piano
YEC_x7q18UFQ_220.000_230.000.wav	Piano
YEEiQByS2nAc_40.000_50.000.wav	Piano
YEIIopjeQwyc_10.000_20.000.wav	Piano
YEJR6rrgAeYU_0.000_10.000.wav	Piano
YEO1Bhd2gGP0_170.000_180.000.wav	Piano
YEYe-kNJOn6w_40.000_50.000.wav	Piano
YE_HblYW-ihM_30.000_40.000.wav	Piano
YEbeZI2SmYX0_180.000_190.000.wav	Piano
YEbfXuBy682A_30.000_40.000.wav	Piano
YEdkj9NBeWMI_350.000_360.000.wav	Piano
YEi4cWbvoQHs_110.000_120.000.wav	Piano
YEiC5C3Pl22o_320.000_330.000.wav	Piano
YEjiBjhEZOFU_50.000_60.000.wav	Piano
YEm3AbtPSco8_80.000_90.000.wav	Piano
YEt1_HuxX6z8_0.000_10.000.wav	Piano
YExf1ZvNZgVs_380.000_390.000.wav	Piano
YEz74eKxOvyY_190.000_200.000.wav	Piano
YF55nuCs_9gY_0.000_10.000.wav	Piano
YF5fvn8V0j-U_30.000_40.000.wav	Piano
YF8ReD83827o_0.000_10.000.wav	Piano
YFJLtddPubrg_30.000_40.000.wav	Piano
YFK-hUrl3s7s_30.000_40.000.wav	Piano
YFKgSpJWdndw_90.000_100.000.wav	Piano
YFOQZQaa7M9Y_50.000_60.000.wav	Piano
YFTkHV98D_4Q_470.000_480.000.wav	Piano
YFTp7Sa-gjGM_20.000_30.000.wav	Piano
YFX6Bp_grpqk_80.000_90.000.wav	Piano
YFa3MRqWskak_220.000_230.000.wav	Piano
YFh3IlX6_cXI_30.000_40.000.wav	Piano
YFhwHrFzZhNo_0.000_10.000.wav	Piano
YFjXAa_pLQNk_310.000_320.000.wav	Piano
YFmq1kiz6Aps_220.000_230.000.wav	Piano
YFnIhz3hcv5s_480.000_490.000.wav	Piano
YFs3u8I1mEoE_30.000_40.000.wav	Piano
YFxfjDpAGs-w_180.000_190.000.wav	Piano
YG-j8kV6z89g_30.000_40.000.wav	Piano
YG1barOsjWXc_0.000_10.000.wav	Piano
YG1rDg-mtZEQ_30.000_40.000.wav	Piano
YG2APF3t_qOg_10.000_20.000.wav	Piano
YG2re6eGpMh4_10.000_20.000.wav	Piano
YG3udtxmsOSg_210.000_220.000.wav	Piano
YG4ADOsJNYBw_40.000_50.000.wav	Piano
YG99NZWrGERw_30.000_40.000.wav	Piano
YGAtACvZYSek_0.000_10.000.wav	Piano
YGCYo3pIkbu8_10.000_20.000.wav	Piano
YGEqROPXbAKg_140.000_150.000.wav	Piano
YGGep-6S2LzA_260.000_270.000.wav	Piano
YGIYC87z0efk_210.000_220.000.wav	Piano
YGLLr17GDLiw_300.000_310.000.wav	Piano
YGS9OMVpB_IU_280.000_290.000.wav	Piano
YGSOMSdXCrAg_110.000_120.000.wav	Piano
YGVwyFCVOQA0_520.000_530.000.wav	Piano
YGWU8stKih_M_50.000_60.000.wav	Piano
YGWZk5eaVyxw_50.000_60.000.wav	Piano
YGXYGu6puH24_10.000_20.000.wav	Piano
YGZI2qtpc0QU_30.000_40.000.wav	Piano
YGZpEFlsxTD0_140.000_150.000.wav	Piano
YGZytLbaWIWY_410.000_420.000.wav	Piano
YGav1XnkEiiU_240.000_250.000.wav	Piano
YGb-MP4gobqU_60.000_70.000.wav	Piano
YGb16KzPUnKg_0.000_10.000.wav	Piano
YGgeTMgIp69g_30.000_40.000.wav	Piano
YGjLq88y4R6M_0.000_10.000.wav	Piano
YGr5JSK3lL0M_80.000_90.000.wav	Piano
YGy-lGI2oPqo_80.000_90.000.wav	Piano
YH2MKjQVhr2w_160.000_170.000.wav	Piano
YH7dXkHXnsiU_70.000_80.000.wav	Piano
YH8cGabTBOh8_110.000_120.000.wav	Piano
YH9anrSQTJGg_150.000_160.000.wav	Piano
YHB8vgTlJmo8_100.000_110.000.wav	Piano
YHGMhd9LTlkE_10.000_20.000.wav	Piano
YHHQIGfUbKXk_0.000_10.000.wav	Piano
YHJZ44wu68hU_20.000_30.000.wav	Piano
YHLzVb8A37-M_60.000_70.000.wav	Piano
YHNJk9fPeDPo_0.000_10.000.wav	Piano
YHSKugAhpEvI_110.000_120.000.wav	Piano
YHXWZh2yQTpI_70.000_80.000.wav	Piano
YHYvut8dLvXU_0.000_10.000.wav	Piano
YH_9yAn91H18_10.000_20.000.wav	Piano
YH_CD454yQ_g_40.000_50.000.wav	Piano
YHbrWPzuu1W8_0.000_10.000.wav	Piano
YHc4pXAxkg9k_450.000_460.000.wav	Piano
YHgO6Bhf3szQ_100.000_110.000.wav	Piano
YHi82Sx_gSaI_530.000_540.000.wav	Piano
YHkx5Y2DUFXI_110.000_120.000.wav	Piano
YHoNuGShhHms_100.000_110.000.wav	Piano
YHpilABx1Fos_10.000_20.000.wav	Piano
YHwOGIckzgRk_190.000_200.000.wav	Piano
YI-9OYz6Eobo_290.000_300.000.wav	Piano
YI11Kcm7HuR0_30.000_40.000.wav	Piano
YI2GKgFZ_ioQ_220.000_230.000.wav	Piano
YI5P14EgqfsU_300.000_310.000.wav	Piano
YI8dKagk_vno_0.000_10.000.wav	Piano
YI8v5_YOxAVI_110.000_120.000.wav	Piano
YIITNV92nj30_10.000_20.000.wav	Piano
YIJrJwVDGQ7k_40.000_50.000.wav	Piano
YIKi3_4VuUsg_360.000_370.000.wav	Piano
YIR8p5luSMSI_370.000_380.000.wav	Piano
YISeKXZ3KE6s_0.000_10.000.wav	Piano
YIWV8B3jreI0_50.000_60.000.wav	Piano
YIXHAQ2X1qMA_110.000_120.000.wav	Piano
YI_ET7wSs3gI_20.000_30.000.wav	Piano
YIcWBFaH2vHs_20.000_30.000.wav	Piano
YIg_L9lNfTI4_100.000_110.000.wav	Piano
YIhR7YdxFcWw_0.000_10.000.wav	Piano
YImKPF7ILsPE_30.000_40.000.wav	Piano
YIoNq2Au67Ko_30.000_40.000.wav	Piano
YIrsHsda3yos_100.000_110.000.wav	Piano
YItnsDS8oYV8_20.000_30.000.wav	Piano
YIx31M4-Ui94_90.000_100.000.wav	Piano
YJ5i0Dfb5Rio_110.000_120.000.wav	Piano
